Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[genotype]	Characteristics[individual]	Characteristics[stimulus]	Characteristics[organism part]	Characteristics[cell type]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[library construction]	Comment[end bias]	Comment[input molecule]	Comment[primer]	Comment[single cell isolation]	Comment[spike in]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Comment[sample barcode offset]	Comment[sample barcode read]	Comment[sample barcode size]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[READ_TYPE]	Comment[READ_INDEX]	Factor Value[stimulus]	Factor Value[organism part]	Factor Value[cell type]	Factor Value[single cell library construction]
Sample 6	ERS12273101	SAMEA110174287	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Pool 2 6 mice	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	cell	P-MTAB-122683	P-MTAB-122678	P-MTAB-122679	Sample 6	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 3' v2	3 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	samplename_2_3apr18_S2_L001	sequencing assay	ERX9416740	samplename_2_3apr18_S2_L001_R2_001.fastq.gz	samplename_2_3apr18_S2_L001_R2_001.fastq.gz	ERR9871486	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871486/samplename_2_3apr18_S2_L001_R2_001.fastq.gz	single	read2	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	10x 3' v2
Sample 6	ERS12273101	SAMEA110174287	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Pool 2 6 mice	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	cell	P-MTAB-122683	P-MTAB-122678	P-MTAB-122679	Sample 6	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 3' v2	3 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	samplename_2_3apr18_S2_L002	sequencing assay	ERX9416740	samplename_2_3apr18_S2_L002_I1_001.fastq.gz	samplename_2_3apr18_S2_L002_I1_001.fastq.gz	ERR9871487	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871487/samplename_2_3apr18_S2_L002_I1_001.fastq.gz	sample_barcode	index1	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	10x 3' v2
Sample 6	ERS12273101	SAMEA110174287	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Pool 2 6 mice	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	cell	P-MTAB-122683	P-MTAB-122678	P-MTAB-122679	Sample 6	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 3' v2	3 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	samplename_2_3apr18_S2_L002	sequencing assay	ERX9416740	samplename_2_3apr18_S2_L002_R1_001.fastq.gz	samplename_2_3apr18_S2_L002_R1_001.fastq.gz	ERR9871487	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871487/samplename_2_3apr18_S2_L002_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	10x 3' v2
Sample 6	ERS12273101	SAMEA110174287	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Pool 2 6 mice	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	cell	P-MTAB-122683	P-MTAB-122678	P-MTAB-122679	Sample 6	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 3' v2	3 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	samplename_2_3apr18_S2_L002	sequencing assay	ERX9416740	samplename_2_3apr18_S2_L002_R2_001.fastq.gz	samplename_2_3apr18_S2_L002_R2_001.fastq.gz	ERR9871487	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871487/samplename_2_3apr18_S2_L002_R2_001.fastq.gz	single	read2	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	10x 3' v2
Sample 6	ERS12273101	SAMEA110174287	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Pool 2 6 mice	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	cell	P-MTAB-122683	P-MTAB-122678	P-MTAB-122679	Sample 6	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 3' v2	3 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	samplename_2_3apr18_S2_L003	sequencing assay	ERX9416740	samplename_2_3apr18_S2_L003_I1_001.fastq.gz	samplename_2_3apr18_S2_L003_I1_001.fastq.gz	ERR9871488	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871488/samplename_2_3apr18_S2_L003_I1_001.fastq.gz	sample_barcode	index1	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	10x 3' v2
Sample 6	ERS12273101	SAMEA110174287	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Pool 2 6 mice	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	cell	P-MTAB-122683	P-MTAB-122678	P-MTAB-122679	Sample 6	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 3' v2	3 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	samplename_2_3apr18_S2_L003	sequencing assay	ERX9416740	samplename_2_3apr18_S2_L003_R1_001.fastq.gz	samplename_2_3apr18_S2_L003_R1_001.fastq.gz	ERR9871488	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871488/samplename_2_3apr18_S2_L003_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	10x 3' v2
Sample 6	ERS12273101	SAMEA110174287	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Pool 2 6 mice	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	cell	P-MTAB-122683	P-MTAB-122678	P-MTAB-122679	Sample 6	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 3' v2	3 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	samplename_2_3apr18_S2_L003	sequencing assay	ERX9416740	samplename_2_3apr18_S2_L003_R2_001.fastq.gz	samplename_2_3apr18_S2_L003_R2_001.fastq.gz	ERR9871488	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871488/samplename_2_3apr18_S2_L003_R2_001.fastq.gz	single	read2	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	10x 3' v2
Sample 6	ERS12273101	SAMEA110174287	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Pool 2 6 mice	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	cell	P-MTAB-122683	P-MTAB-122678	P-MTAB-122679	Sample 6	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 3' v2	3 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	samplename_2_3apr18_S2_L004	sequencing assay	ERX9416740	samplename_2_3apr18_S2_L004_I1_001.fastq.gz	samplename_2_3apr18_S2_L004_I1_001.fastq.gz	ERR9871489	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871489/samplename_2_3apr18_S2_L004_I1_001.fastq.gz	sample_barcode	index1	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	10x 3' v2
Sample 6	ERS12273101	SAMEA110174287	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Pool 2 6 mice	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	cell	P-MTAB-122683	P-MTAB-122678	P-MTAB-122679	Sample 6	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 3' v2	3 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	samplename_2_3apr18_S2_L004	sequencing assay	ERX9416740	samplename_2_3apr18_S2_L004_R1_001.fastq.gz	samplename_2_3apr18_S2_L004_R1_001.fastq.gz	ERR9871489	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871489/samplename_2_3apr18_S2_L004_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	10x 3' v2
Sample 6	ERS12273101	SAMEA110174287	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Pool 2 6 mice	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	cell	P-MTAB-122683	P-MTAB-122678	P-MTAB-122679	Sample 6	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 3' v2	3 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	samplename_2_3apr18_S2_L004	sequencing assay	ERX9416740	samplename_2_3apr18_S2_L004_R2_001.fastq.gz	samplename_2_3apr18_S2_L004_R2_001.fastq.gz	ERR9871489	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871489/samplename_2_3apr18_S2_L004_R2_001.fastq.gz	single	read2	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	10x 3' v2
Sample 1	ERS12273102	SAMEA110174288	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 1	No pretreatment	mesenteric lymph node	CD3+ T cell	cell	P-MTAB-122681	P-MTAB-122678	P-MTAB-122679	Sample 1	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 3' v2	3 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	test_sample_2_S2_L001	sequencing assay	ERX9416741	test_sample_2_S2_L001_I1_001.fastq.gz	test_sample_2_S2_L001_I1_001.fastq.gz	ERR9871490	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871490/test_sample_2_S2_L001_I1_001.fastq.gz	sample_barcode	index1	No pretreatment	mesenteric lymph node	CD3+ T cell	10x 3' v2
Sample 1	ERS12273102	SAMEA110174288	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 1	No pretreatment	mesenteric lymph node	CD3+ T cell	cell	P-MTAB-122681	P-MTAB-122678	P-MTAB-122679	Sample 1	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 3' v2	3 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	test_sample_2_S2_L001	sequencing assay	ERX9416741	test_sample_2_S2_L001_R1_001.fastq.gz	test_sample_2_S2_L001_R1_001.fastq.gz	ERR9871490	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871490/test_sample_2_S2_L001_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	No pretreatment	mesenteric lymph node	CD3+ T cell	10x 3' v2
Sample 1	ERS12273102	SAMEA110174288	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 1	No pretreatment	mesenteric lymph node	CD3+ T cell	cell	P-MTAB-122681	P-MTAB-122678	P-MTAB-122679	Sample 1	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 3' v2	3 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	test_sample_2_S2_L001	sequencing assay	ERX9416741	test_sample_2_S2_L001_R2_001.fastq.gz	test_sample_2_S2_L001_R2_001.fastq.gz	ERR9871490	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871490/test_sample_2_S2_L001_R2_001.fastq.gz	single	read2	No pretreatment	mesenteric lymph node	CD3+ T cell	10x 3' v2
Sample 1	ERS12273102	SAMEA110174288	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 1	No pretreatment	mesenteric lymph node	CD3+ T cell	cell	P-MTAB-122681	P-MTAB-122678	P-MTAB-122679	Sample 1	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 3' v2	3 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	test_sample_2_S2_L002	sequencing assay	ERX9416741	test_sample_2_S2_L002_I1_001.fastq.gz	test_sample_2_S2_L002_I1_001.fastq.gz	ERR9871491	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871491/test_sample_2_S2_L002_I1_001.fastq.gz	sample_barcode	index1	No pretreatment	mesenteric lymph node	CD3+ T cell	10x 3' v2
Sample 1	ERS12273102	SAMEA110174288	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 1	No pretreatment	mesenteric lymph node	CD3+ T cell	cell	P-MTAB-122681	P-MTAB-122678	P-MTAB-122679	Sample 1	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 3' v2	3 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	test_sample_2_S2_L002	sequencing assay	ERX9416741	test_sample_2_S2_L002_R1_001.fastq.gz	test_sample_2_S2_L002_R1_001.fastq.gz	ERR9871491	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871491/test_sample_2_S2_L002_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	No pretreatment	mesenteric lymph node	CD3+ T cell	10x 3' v2
Sample 1	ERS12273102	SAMEA110174288	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 1	No pretreatment	mesenteric lymph node	CD3+ T cell	cell	P-MTAB-122681	P-MTAB-122678	P-MTAB-122679	Sample 1	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 3' v2	3 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	test_sample_2_S2_L002	sequencing assay	ERX9416741	test_sample_2_S2_L002_R2_001.fastq.gz	test_sample_2_S2_L002_R2_001.fastq.gz	ERR9871491	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871491/test_sample_2_S2_L002_R2_001.fastq.gz	single	read2	No pretreatment	mesenteric lymph node	CD3+ T cell	10x 3' v2
Sample 1	ERS12273102	SAMEA110174288	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 1	No pretreatment	mesenteric lymph node	CD3+ T cell	cell	P-MTAB-122681	P-MTAB-122678	P-MTAB-122679	Sample 1	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 3' v2	3 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	test_sample_2_S2_L003	sequencing assay	ERX9416741	test_sample_2_S2_L003_I1_001.fastq.gz	test_sample_2_S2_L003_I1_001.fastq.gz	ERR9871492	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871492/test_sample_2_S2_L003_I1_001.fastq.gz	sample_barcode	index1	No pretreatment	mesenteric lymph node	CD3+ T cell	10x 3' v2
Sample 1	ERS12273102	SAMEA110174288	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 1	No pretreatment	mesenteric lymph node	CD3+ T cell	cell	P-MTAB-122681	P-MTAB-122678	P-MTAB-122679	Sample 1	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 3' v2	3 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	test_sample_2_S2_L003	sequencing assay	ERX9416741	test_sample_2_S2_L003_R1_001.fastq.gz	test_sample_2_S2_L003_R1_001.fastq.gz	ERR9871492	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871492/test_sample_2_S2_L003_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	No pretreatment	mesenteric lymph node	CD3+ T cell	10x 3' v2
Sample 1	ERS12273102	SAMEA110174288	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 1	No pretreatment	mesenteric lymph node	CD3+ T cell	cell	P-MTAB-122681	P-MTAB-122678	P-MTAB-122679	Sample 1	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 3' v2	3 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	test_sample_2_S2_L003	sequencing assay	ERX9416741	test_sample_2_S2_L003_R2_001.fastq.gz	test_sample_2_S2_L003_R2_001.fastq.gz	ERR9871492	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871492/test_sample_2_S2_L003_R2_001.fastq.gz	single	read2	No pretreatment	mesenteric lymph node	CD3+ T cell	10x 3' v2
Sample 1	ERS12273102	SAMEA110174288	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 1	No pretreatment	mesenteric lymph node	CD3+ T cell	cell	P-MTAB-122681	P-MTAB-122678	P-MTAB-122679	Sample 1	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 3' v2	3 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	test_sample_2_S2_L004	sequencing assay	ERX9416741	test_sample_2_S2_L004_I1_001.fastq.gz	test_sample_2_S2_L004_I1_001.fastq.gz	ERR9871493	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871493/test_sample_2_S2_L004_I1_001.fastq.gz	sample_barcode	index1	No pretreatment	mesenteric lymph node	CD3+ T cell	10x 3' v2
Sample 1	ERS12273102	SAMEA110174288	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 1	No pretreatment	mesenteric lymph node	CD3+ T cell	cell	P-MTAB-122681	P-MTAB-122678	P-MTAB-122679	Sample 1	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 3' v2	3 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	test_sample_2_S2_L004	sequencing assay	ERX9416741	test_sample_2_S2_L004_R1_001.fastq.gz	test_sample_2_S2_L004_R1_001.fastq.gz	ERR9871493	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871493/test_sample_2_S2_L004_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	No pretreatment	mesenteric lymph node	CD3+ T cell	10x 3' v2
Sample 1	ERS12273102	SAMEA110174288	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 1	No pretreatment	mesenteric lymph node	CD3+ T cell	cell	P-MTAB-122681	P-MTAB-122678	P-MTAB-122679	Sample 1	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 3' v2	3 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	test_sample_2_S2_L004	sequencing assay	ERX9416741	test_sample_2_S2_L004_R2_001.fastq.gz	test_sample_2_S2_L004_R2_001.fastq.gz	ERR9871493	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871493/test_sample_2_S2_L004_R2_001.fastq.gz	single	read2	No pretreatment	mesenteric lymph node	CD3+ T cell	10x 3' v2
